season,game_type,week,away_team,away_score,home_team,home_score,result,total,overtime,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,home_team_win,home_win_pct,home_ppg,home_opp_ppg,away_win_pct,away_ppg,away_opp_ppg
2020,REG,7,CLE,37,CIN,34,-3,71,0,-201,179,-4.5,103,-114,50.0,-114,102,0,0.3333333333333333,21.5,26.166666666666668,0.6666666666666666,27.166666666666668,31.166666666666668
2020,REG,7,GB,35,HOU,20,-15,55,0,-140,127,-2.5,-113,102,55.5,-110,-101,0,0.16666666666666666,24.333333333333332,30.333333333333332,0.8,32.4,27.8
2020,REG,7,CAR,24,NO,27,3,51,0,271,-317,7.0,-107,-103,49.5,-110,-101,1,0.6,30.6,30.0,0.5,23.0,23.5
2020,REG,7,BUF,18,NYJ,10,-8,28,0,-391,327,-9.5,101,-111,47.0,-115,103,0,0.0,12.5,30.833333333333332,0.6666666666666666,26.0,28.0
2020,REG,7,PIT,27,TEN,24,-3,51,0,103,-114,1.0,-102,-108,51.0,-111,-100,0,1.0,32.8,25.2,1.0,31.2,18.8
2020,REG,7,DAL,3,WAS,25,22,28,0,-110,100,-1.0,-103,-107,44.5,-104,-107,1,0.16666666666666666,18.0,27.0,0.3333333333333333,28.833333333333332,36.333333333333336
2020,REG,7,TB,45,LV,20,-25,65,0,-192,171,-3.5,-108,-102,51.5,-106,-105,0,0.6,30.2,30.4,0.6666666666666666,29.5,20.333333333333332
2020,REG,7,KC,43,DEN,16,-27,59,0,-302,260,-7.0,103,-113,46.0,-111,-100,0,0.4,20.0,22.0,0.8333333333333334,29.166666666666668,21.166666666666668
2020,REG,7,SF,33,NE,6,-27,39,0,150,-167,3.0,102,-113,44.0,-113,101,0,0.4,21.8,22.0,0.5,24.666666666666668,21.666666666666668
2020,REG,7,SEA,34,ARI,37,3,71,1,-186,166,-3.5,-102,-108,55.5,-108,-103,1,0.6666666666666666,27.666666666666668,18.666666666666668,1.0,33.8,27.0
2020,REG,7,CHI,10,LA,24,14,34,0,251,-291,6.5,101,-112,44.0,-109,-102,1,0.6666666666666666,25.333333333333332,19.0,0.8333333333333334,21.333333333333332,19.333333333333332
2020,REG,7,DET,23,ATL,22,-1,45,0,102,-113,1.0,-106,-104,54.0,-105,-106,0,0.16666666666666666,27.0,30.666666666666668,0.4,26.6,28.6
2020,REG,8,PIT,28,BAL,24,-4,52,0,178,-200,4.0,-109,-102,44.0,-108,-103,0,0.8333333333333334,29.833333333333332,17.333333333333332,1.0,30.5,19.666666666666668
2020,REG,8,TB,25,NYG,23,-2,48,0,-598,470,-13.0,105,-115,47.0,-115,103,0,0.14285714285714285,17.428571428571427,24.857142857142858,0.7142857142857143,31.714285714285715,20.285714285714285
2020,REG,8,DAL,9,PHI,23,14,32,0,335,-403,10.0,-100,-110,43.0,-105,-106,1,0.2857142857142857,23.285714285714285,28.0,0.2857142857142857,25.142857142857142,34.714285714285715
2020,REG,8,SF,27,SEA,37,10,64,0,-100,-110,1.0,-108,-102,54.5,-103,-108,1,0.8333333333333334,33.833333333333336,28.666666666666668,0.5714285714285714,25.857142857142858,19.428571428571427
2020,REG,8,NO,26,CHI,23,-3,49,1,-229,202,-5.5,100,-110,41.0,-109,-102,0,0.7142857142857143,19.714285714285715,20.0,0.6666666666666666,30.0,29.0
2020,REG,8,LAC,30,DEN,31,1,61,0,-146,132,-3.0,103,-114,44.5,-106,-105,1,0.3333333333333333,19.333333333333332,25.5,0.3333333333333333,24.833333333333332,25.666666666666668
2020,REG,8,LA,17,MIA,28,11,45,0,-176,157,-3.5,101,-111,46.5,-100,-111,1,0.5,26.666666666666668,18.833333333333332,0.7142857142857143,25.142857142857142,17.714285714285715
2020,REG,8,NYJ,9,KC,35,26,44,0,1204,-1965,20.0,-102,-108,49.0,-105,-106,1,0.8571428571428571,31.142857142857142,20.428571428571427,0.0,12.142857142857142,29.0
2020,REG,8,MIN,28,GB,22,-6,50,0,218,-249,5.5,-101,-109,47.0,-102,-109,0,0.8333333333333334,32.833333333333336,26.5,0.16666666666666666,25.833333333333332,32.0
2020,REG,8,IND,41,DET,21,-20,62,0,-185,165,-3.5,-103,-107,49.0,-102,-109,0,0.5,26.0,27.5,0.6666666666666666,26.166666666666668,19.166666666666668
2020,REG,8,LV,16,CLE,6,-10,22,0,117,-130,1.0,111,-123,48.0,-117,105,0,0.7142857142857143,28.571428571428573,31.571428571428573,0.5,28.5,32.833333333333336
2020,REG,8,TEN,20,CIN,31,11,51,0,-321,274,-7.5,107,-118,49.5,-115,103,1,0.2857142857142857,23.285714285714285,27.714285714285715,0.8333333333333334,31.333333333333332,25.5
2020,REG,8,NE,21,BUF,24,3,45,0,175,-197,4.0,-105,-105,41.0,-102,-109,1,0.7142857142857143,24.857142857142858,25.428571428571427,0.3333333333333333,19.166666666666668,23.833333333333332
2020,REG,8,ATL,25,CAR,17,-8,42,0,104,-115,1.5,-109,-102,52.0,-110,-101,0,0.42857142857142855,23.142857142857142,24.0,0.14285714285714285,26.285714285714285,29.571428571428573
2020,REG,9,MIA,34,ARI,31,-3,65,0,211,-241,6.0,-112,102,49.0,-108,-103,0,0.7142857142857143,29.0,20.857142857142858,0.5714285714285714,26.857142857142858,18.571428571428573
2020,REG,9,PIT,24,DAL,19,-5,43,0,-789,591,-14.0,-100,-110,44.0,-103,-108,0,0.25,23.125,33.25,1.0,30.142857142857142,20.285714285714285
2020,REG,9,GB,34,SF,17,-17,51,0,-246,215,-6.0,100,-110,48.5,-113,101,0,0.5,26.0,21.625,0.7142857142857143,31.285714285714285,26.714285714285715
2020,REG,9,DEN,27,ATL,34,7,61,0,193,-218,4.5,-108,-102,50.0,-101,-110,1,0.25,26.125,28.0,0.42857142857142855,21.0,26.142857142857142
2020,REG,9,SEA,34,BUF,44,10,78,0,-164,147,-3.0,-109,-101,55.0,-101,-110,1,0.75,24.75,24.875,0.8571428571428571,34.285714285714285,28.428571428571427
2020,REG,9,NE,30,NYJ,27,-3,57,0,-372,312,-9.5,102,-113,41.5,-105,-106,0,0.0,11.75,29.75,0.2857142857142857,19.428571428571427,23.857142857142858
2020,REG,9,BAL,24,IND,10,-14,34,0,-106,-104,1.0,-113,102,48.0,-114,102,0,0.7142857142857143,28.285714285714285,19.428571428571427,0.7142857142857143,29.0,18.857142857142858
2020,REG,9,HOU,27,JAX,25,-2,52,0,-289,249,-7.0,106,-117,49.0,-107,-104,0,0.14285714285714285,22.0,31.428571428571427,0.14285714285714285,23.714285714285715,31.0
2020,REG,9,CAR,31,KC,33,2,64,0,365,-445,10.0,-106,-104,51.5,-102,-109,1,0.875,31.625,19.0,0.375,22.375,24.125
2020,REG,9,DET,20,MIN,34,14,54,0,155,-173,3.0,106,-117,51.5,-108,-104,1,0.2857142857142857,26.142857142857142,30.571428571428573,0.42857142857142855,25.285714285714285,29.428571428571427
2020,REG,9,CHI,17,TEN,24,7,41,0,243,-280,6.5,-107,-103,46.5,-106,-105,1,0.7142857142857143,29.714285714285715,26.285714285714285,0.625,20.125,20.75
2020,REG,9,NYG,23,WAS,20,-3,43,0,145,-162,3.0,-105,-105,43.0,-102,-109,0,0.2857142857142857,19.0,23.571428571428573,0.125,18.125,24.875
2020,REG,9,LV,31,LAC,26,-5,57,0,-112,102,-1.0,-105,-105,52.5,-102,-109,0,0.2857142857142857,25.571428571428573,26.428571428571427,0.5714285714285714,26.714285714285715,29.0
2020,REG,9,NO,38,TB,3,-35,41,0,160,-179,3.0,107,-118,51.0,-106,-105,0,0.75,30.875,20.625,0.7142857142857143,29.428571428571427,28.142857142857142
2020,REG,10,IND,34,TEN,17,-17,51,0,-115,105,-1.0,-107,-103,49.0,-100,-111,0,0.75,29.0,25.125,0.625,26.0,20.0
2020,REG,10,TB,46,CAR,23,-23,69,0,-259,226,-6.0,-108,-102,49.5,-105,-106,0,0.3333333333333333,23.333333333333332,25.11111111111111,0.6666666666666666,27.77777777777778,22.555555555555557
2020,REG,10,MIN,19,CHI,13,-6,32,0,-170,152,-3.5,108,-119,44.0,100,-111,0,0.5555555555555556,19.77777777777778,21.11111111111111,0.375,27.125,29.25
2020,REG,10,BAL,17,NE,23,6,40,0,-318,272,-7.0,100,-110,44.0,-104,-107,1,0.375,20.75,24.25,0.75,28.375,17.75
2020,REG,10,CIN,10,PIT,36,26,46,0,255,-297,6.5,-101,-109,45.5,101,-112,1,1.0,29.375,20.125,0.375,24.25,26.75
2020,REG,10,SF,13,NO,27,14,40,0,323,-387,9.5,-110,-101,49.5,-106,-105,1,0.75,30.5,25.0,0.4444444444444444,25.0,23.0
2020,REG,10,SEA,16,LA,23,7,39,0,132,-146,3.0,-115,104,55.0,-100,-111,1,0.625,24.125,19.0,0.75,34.25,30.375
2020,REG,10,LAC,21,MIA,29,8,50,0,104,-115,1.0,-100,-110,48.5,-107,-104,1,0.625,27.75,20.125,0.25,25.625,27.0
2020,REG,10,DEN,12,LV,37,25,49,0,168,-188,3.5,-106,-104,50.5,-110,-101,1,0.625,27.25,28.625,0.375,21.75,27.125
2020,REG,10,BUF,30,ARI,32,2,62,0,138,-153,3.0,-108,-102,55.5,-106,-105,1,0.625,29.25,22.5,0.7777777777777778,26.88888888888889,25.88888888888889
2020,REG,10,PHI,17,NYG,27,10,44,0,-219,194,-4.5,-106,-104,45.0,102,-113,1,0.2222222222222222,18.666666666666668,24.333333333333332,0.375,23.25,25.625
2020,REG,10,JAX,20,GB,24,4,44,0,653,-893,13.5,-105,-105,47.0,-104,-107,1,0.75,31.625,25.5,0.125,22.375,30.875
2020,REG,10,WAS,27,DET,30,3,57,0,123,-136,2.5,100,-110,46.0,-111,100,1,0.375,24.625,30.0,0.25,19.125,23.5
2020,REG,10,HOU,7,CLE,10,3,17,0,192,-217,4.5,-106,-104,46.0,-104,-107,1,0.625,25.75,29.625,0.25,24.125,30.25
2020,REG,11,ARI,21,SEA,28,7,49,0,147,-164,3.0,-105,-105,56.5,-101,-110,1,0.6666666666666666,32.22222222222222,29.555555555555557,0.6666666666666666,29.555555555555557,23.333333333333332
2020,REG,11,TEN,30,BAL,24,-6,54,1,221,-253,6.0,-103,-107,50.5,-102,-109,0,0.6666666666666666,27.11111111111111,18.333333333333332,0.6666666666666666,27.666666666666668,26.11111111111111
2020,REG,11,DET,0,CAR,20,20,20,0,-169,152,-3.0,-119,108,47.0,-105,-106,1,0.3,23.3,27.2,0.4444444444444444,25.22222222222222,29.666666666666668
2020,REG,11,PHI,17,CLE,22,5,39,0,122,-135,2.5,-104,-106,45.5,-109,-103,1,0.6666666666666666,24.0,27.11111111111111,0.3333333333333333,22.555555555555557,25.77777777777778
2020,REG,11,NE,20,HOU,27,7,47,0,-147,132,-2.5,-117,106,49.5,-103,-108,1,0.2222222222222222,22.22222222222222,28.0,0.4444444444444444,21.0,23.444444444444443
2020,REG,11,PIT,27,JAX,3,-24,30,0,-475,386,-11.0,-103,-107,47.0,101,-113,0,0.1111111111111111,22.11111111111111,30.11111111111111,1.0,30.11111111111111,19.0
2020,REG,11,ATL,9,NO,24,15,33,0,162,-181,3.5,-109,-101,49.5,-103,-108,1,0.7777777777777778,30.11111111111111,23.666666666666668,0.3333333333333333,27.0,27.88888888888889
2020,REG,11,CIN,9,WAS,20,11,29,0,110,-121,2.0,-109,-101,48.0,-106,-105,1,0.2222222222222222,20.0,24.22222222222222,0.3333333333333333,22.666666666666668,27.77777777777778
2020,REG,11,MIA,13,DEN,20,7,33,0,-196,174,-4.0,-105,-105,46.0,-108,-103,1,0.3333333333333333,20.666666666666668,28.22222222222222,0.6666666666666666,27.88888888888889,20.22222222222222
2020,REG,11,NYJ,28,LAC,34,6,62,0,351,-425,10.0,-110,-101,47.0,-104,-107,1,0.2222222222222222,25.11111111111111,27.22222222222222,0.0,13.444444444444445,29.77777777777778
2020,REG,11,GB,31,IND,34,3,65,1,109,-120,1.5,-104,-106,52.0,102,-114,1,0.6666666666666666,26.88888888888889,19.666666666666668,0.7777777777777778,30.77777777777778,24.88888888888889
2020,REG,11,DAL,31,MIN,28,-3,59,0,261,-304,7.0,-110,-100,50.0,-111,-101,0,0.4444444444444444,26.22222222222222,27.444444444444443,0.2222222222222222,22.666666666666668,32.22222222222222
2020,REG,11,KC,35,LV,31,-4,66,0,-351,296,-7.5,-108,-102,56.5,-104,-107,0,0.6666666666666666,28.333333333333332,26.77777777777778,0.8888888888888888,31.77777777777778,20.333333333333332
2020,REG,11,LA,27,TB,24,-3,51,0,173,-195,4.0,-109,-102,47.5,-109,-102,0,0.7,29.6,22.6,0.6666666666666666,24.0,18.666666666666668
2020,REG,12,HOU,41,DET,25,-16,66,0,-155,139,-3.0,-104,-106,52.5,-110,-101,0,0.4,22.7,28.7,0.3,22.7,27.2
2020,REG,12,BAL,14,PIT,19,5,33,0,416,-518,10.5,-109,-101,41.5,-104,-107,1,1.0,29.8,17.4,0.6,26.8,19.5
2020,REG,12,SEA,23,PHI,17,-6,40,0,-274,237,-6.5,-106,-104,50.0,-108,-103,0,0.3,22.0,25.4,0.7,31.8,28.7
2020,REG,12,CHI,25,GB,41,16,66,0,293,-346,7.5,-116,105,44.0,-105,-106,1,0.7,30.8,25.8,0.5,19.1,20.9
2020,REG,12,KC,27,TB,24,-3,51,0,-166,149,-3.5,112,-124,56.0,-103,-108,0,0.6363636363636364,29.09090909090909,23.0,0.9,32.1,21.4
2020,REG,12,SF,23,LA,20,-3,43,0,190,-215,5.0,-112,101,44.5,-101,-110,0,0.7,24.3,19.2,0.4,23.8,23.4
2020,REG,12,NO,31,DEN,3,-28,34,0,-1350,906,-17.0,-103,-107,36.5,-109,-102,0,0.4,20.6,26.7,0.8,29.5,22.2
2020,REG,12,MIA,20,NYJ,3,-17,23,0,-350,296,-7.5,-106,-104,46.0,100,-112,0,0.0,14.9,30.2,0.6,26.4,20.2
2020,REG,12,ARI,17,NE,20,3,37,0,-115,104,-1.0,-107,-103,51.0,-106,-105,1,0.4,20.9,23.8,0.6,28.7,23.8
2020,REG,12,CAR,27,MIN,28,1,55,0,131,-145,3.0,-115,104,50.0,-104,-107,1,0.4,26.4,27.8,0.36363636363636365,23.0,24.727272727272727
2020,REG,12,CLE,27,JAX,25,-2,52,0,-334,284,-7.5,102,-112,48.5,-112,100,0,0.1,20.2,29.8,0.7,23.8,26.1
2020,REG,12,TEN,45,IND,26,-19,71,0,133,-147,3.0,-114,103,51.5,-107,-104,0,0.7,27.6,20.8,0.7,27.9,25.9
2020,REG,12,NYG,19,CIN,17,-2,36,0,-260,227,-6.5,-103,-107,45.0,-109,-102,0,0.3,21.3,27.0,0.3,19.5,23.6
2020,REG,12,LAC,17,BUF,27,10,44,0,189,-214,4.5,-107,-103,51.0,103,-114,1,0.7,27.2,26.5,0.3,26.0,27.3
2020,REG,12,LV,6,ATL,43,37,49,0,-184,164,-3.5,-105,-105,53.0,-109,-102,1,0.3,25.2,27.5,0.6,28.6,27.6
2020,REG,12,WAS,41,DAL,16,-25,57,0,122,-135,2.5,-104,-106,46.0,-105,-106,0,0.3,23.5,31.8,0.3,20.0,22.7
2020,REG,13,NYG,17,SEA,12,-5,29,0,413,-514,11.0,-114,104,48.5,-102,-110,0,0.7272727272727273,31.0,27.636363636363637,0.36363636363636365,19.454545454545453,23.0
2020,REG,13,DET,34,CHI,30,-4,64,0,145,-161,3.0,-100,-110,44.0,-108,-104,0,0.45454545454545453,19.636363636363637,22.727272727272727,0.36363636363636365,22.90909090909091,29.818181818181817
2020,REG,13,DAL,17,BAL,34,17,51,0,326,-390,8.5,-103,-108,46.0,-108,-103,1,0.5454545454545454,25.636363636363637,19.454545454545453,0.2727272727272727,22.818181818181817,32.63636363636363
2020,REG,13,BUF,34,SF,24,-10,58,0,110,-122,1.5,-103,-107,48.0,-103,-108,0,0.45454545454545453,23.727272727272727,23.09090909090909,0.7272727272727273,27.181818181818183,25.636363636363637
2020,REG,13,WAS,23,PIT,17,-6,40,0,231,-265,5.5,-100,-110,43.5,-101,-110,0,1.0,28.818181818181817,17.09090909090909,0.36363636363636365,21.90909090909091,22.09090909090909
2020,REG,13,DEN,16,KC,22,6,38,0,510,-660,13.0,-120,108,51.0,-101,-111,1,0.9090909090909091,31.636363636363637,21.636363636363637,0.36363636363636365,19.0,27.09090909090909
2020,REG,13,NE,45,LAC,0,-45,45,0,117,-129,2.5,-109,-102,47.0,-112,100,0,0.2727272727272727,25.181818181818183,27.272727272727273,0.45454545454545453,20.818181818181817,23.181818181818183
2020,REG,13,PHI,16,GB,30,14,46,0,328,-393,8.0,-102,-108,50.0,-107,-104,1,0.7272727272727273,31.727272727272727,25.727272727272727,0.2727272727272727,21.545454545454547,25.181818181818183
2020,REG,13,LA,38,ARI,28,-10,66,0,-144,130,-2.5,-114,103,49.0,-104,-107,0,0.5454545454545454,27.636363636363637,23.454545454545453,0.6363636363636364,23.90909090909091,19.545454545454547
2020,REG,13,CLE,41,TEN,35,-6,76,0,178,-200,4.0,-111,101,54.0,-107,-104,0,0.7272727272727273,29.454545454545453,25.90909090909091,0.7272727272727273,24.09090909090909,26.0
2020,REG,13,LV,31,NYJ,28,-3,59,0,-349,295,-7.5,103,-113,48.0,104,-116,0,0.0,13.818181818181818,29.272727272727273,0.5454545454545454,26.545454545454547,29.0
2020,REG,13,JAX,24,MIN,27,3,51,1,365,-445,10.5,-118,107,51.0,103,-114,1,0.45454545454545453,26.545454545454547,27.727272727272727,0.09090909090909091,20.636363636363637,29.545454545454547
2020,REG,13,CIN,7,MIA,19,12,26,0,397,-491,10.5,-115,105,43.0,-103,-109,1,0.6363636363636364,25.818181818181817,18.636363636363637,0.2727272727272727,20.90909090909091,26.272727272727273
2020,REG,13,IND,26,HOU,20,-6,46,0,-176,157,-3.5,101,-112,50.0,-105,-106,0,0.36363636363636365,24.363636363636363,27.0,0.6363636363636364,27.454545454545453,23.0
2020,REG,13,NO,21,ATL,16,-5,37,0,-141,127,-2.5,-113,102,46.0,-101,-110,0,0.36363636363636365,26.818181818181817,25.545454545454547,0.8181818181818182,29.636363636363637,20.454545454545453
2020,REG,14,DEN,32,CAR,27,-5,59,0,177,-199,4.0,-101,-109,46.0,-101,-110,0,0.3333333333333333,23.333333333333332,25.0,0.3333333333333333,18.75,26.666666666666668
2020,REG,14,HOU,7,CHI,36,29,43,0,-114,104,-1.0,-107,-103,46.0,101,-112,1,0.4166666666666667,20.5,23.666666666666668,0.3333333333333333,24.0,26.916666666666668
2020,REG,14,NE,3,LA,24,21,27,0,201,-228,5.0,-103,-107,43.5,-102,-110,1,0.6666666666666666,25.083333333333332,20.25,0.5,22.833333333333332,21.25
2020,REG,14,DAL,30,CIN,7,-23,37,0,-164,148,-3.0,-114,103,44.0,-106,-105,0,0.25,19.75,25.666666666666668,0.25,22.333333333333332,32.75
2020,REG,14,TEN,31,JAX,10,-21,41,0,-364,307,-7.5,-106,-104,53.0,-112,101,0,0.08333333333333333,20.916666666666668,29.333333333333332,0.6666666666666666,29.916666666666668,27.166666666666668
2020,REG,14,KC,33,MIA,27,-6,60,0,-330,281,-7.5,109,-121,51.5,-102,-109,0,0.6666666666666666,25.25,17.666666666666668,0.9166666666666666,30.833333333333332,21.166666666666668
2020,REG,14,ARI,26,NYG,7,-19,33,0,-154,139,-3.0,-106,-104,47.0,-101,-111,0,0.4166666666666667,19.25,22.083333333333332,0.5,27.666666666666668,24.666666666666668
2020,REG,14,MIN,14,TB,26,12,40,0,271,-317,7.0,-106,-104,52.5,-116,104,1,0.5833333333333334,28.666666666666668,23.333333333333332,0.5,26.583333333333332,27.416666666666668
2020,REG,14,IND,44,LV,27,-17,71,0,-130,118,-2.5,-104,-106,51.5,-103,-108,0,0.5833333333333334,26.916666666666668,28.916666666666668,0.6666666666666666,27.333333333333332,22.75
2020,REG,14,NYJ,3,SEA,40,37,43,0,734,-1032,16.5,-110,-100,49.5,105,-117,1,0.6666666666666666,29.416666666666668,26.75,0.0,15.0,29.416666666666668
2020,REG,14,GB,31,DET,24,-7,55,0,-345,292,-9.5,106,-117,55.5,-105,-106,0,0.4166666666666667,23.833333333333332,29.833333333333332,0.75,31.583333333333332,24.916666666666668
2020,REG,14,ATL,17,LAC,20,3,37,0,107,-118,1.0,100,-110,49.0,-101,-111,1,0.25,23.083333333333332,28.75,0.3333333333333333,25.916666666666668,25.166666666666668
2020,REG,14,NO,21,PHI,24,3,45,0,-335,284,-7.5,-104,-106,43.0,-106,-105,1,0.25,21.083333333333332,25.583333333333332,0.8333333333333334,28.916666666666668,20.083333333333332
2020,REG,14,WAS,23,SF,15,-8,38,0,134,-149,3.0,-111,101,43.5,-104,-107,0,0.4166666666666667,23.75,24.0,0.4166666666666667,22.0,21.666666666666668
2020,REG,14,PIT,15,BUF,26,11,41,0,112,-124,2.0,-109,-102,48.5,-106,-105,1,0.75,27.75,25.5,0.9166666666666666,27.833333333333332,17.583333333333332
2020,REG,14,BAL,47,CLE,42,-5,89,0,-174,156,-3.0,-116,105,45.5,-100,-111,0,0.75,25.5,26.75,0.5833333333333334,26.333333333333332,19.25
2020,REG,15,TB,31,ATL,27,-4,58,0,-258,225,-6.0,-104,-106,49.5,-103,-108,0,0.3076923076923077,25.23076923076923,24.76923076923077,0.6153846153846154,28.46153846153846,22.615384615384617
2020,REG,15,JAX,14,BAL,40,26,54,0,564,-746,13.0,-118,107,49.5,-110,-101,1,0.6153846153846154,27.923076923076923,21.0,0.07692307692307693,20.076923076923077,29.46153846153846
2020,REG,15,SF,33,DAL,41,8,74,0,-202,180,-4.0,-106,-104,46.0,-106,-105,1,0.3076923076923077,22.923076923076923,30.76923076923077,0.38461538461538464,23.076923076923077,23.923076923076923
2020,REG,15,HOU,20,IND,27,7,47,0,311,-370,7.5,-108,-102,52.5,-106,-105,1,0.6923076923076923,28.615384615384617,23.076923076923077,0.3076923076923077,22.692307692307693,27.615384615384617
2020,REG,15,NE,12,MIA,22,10,34,0,-120,109,-1.5,-106,-104,40.0,100,-112,1,0.6153846153846154,25.384615384615383,18.846153846153847,0.46153846153846156,21.307692307692307,21.46153846153846
2020,REG,15,CHI,33,MIN,27,-6,60,0,137,-152,2.5,111,-123,47.5,-111,-101,0,0.46153846153846156,25.615384615384617,27.307692307692307,0.46153846153846156,21.692307692307693,22.384615384615383
2020,REG,15,DET,25,TEN,46,21,71,0,325,-389,9.5,-113,102,54.5,-109,-103,1,0.6923076923076923,30.0,25.846153846153847,0.38461538461538464,23.846153846153847,29.923076923076923
2020,REG,15,SEA,20,WAS,15,-5,35,0,-251,219,-6.0,-103,-107,44.5,-103,-108,0,0.46153846153846156,22.076923076923077,21.153846153846153,0.6923076923076923,30.23076923076923,24.923076923076923
2020,REG,15,PHI,26,ARI,33,7,59,0,226,-259,6.5,-114,103,49.5,-103,-108,1,0.5384615384615384,27.53846153846154,23.307692307692307,0.3076923076923077,21.307692307692307,25.23076923076923
2020,REG,15,NYJ,23,LA,20,-3,43,0,957,-1601,17.5,-115,104,44.5,-102,-110,0,0.6923076923076923,25.0,18.923076923076923,0.0,14.076923076923077,30.23076923076923
2020,REG,15,KC,32,NO,29,-3,61,0,-137,124,-2.5,-113,102,53.5,101,-112,0,0.7692307692307693,28.307692307692307,20.384615384615383,0.9230769230769231,31.0,21.615384615384617
2020,REG,15,CLE,20,NYG,6,-14,26,0,-271,235,-6.0,-108,-102,44.5,-100,-111,0,0.38461538461538464,18.307692307692307,22.384615384615383,0.6923076923076923,26.76923076923077,28.307692307692307
2020,REG,15,PIT,17,CIN,27,10,44,0,-942,682,-14.5,-101,-109,40.5,-107,-104,1,0.23076923076923078,18.76923076923077,26.0,0.8461538461538461,26.846153846153847,18.23076923076923
2020,REG,15,LAC,30,LV,27,-3,57,1,156,-174,3.5,-123,111,52.0,-101,-110,0,0.5384615384615384,26.923076923076923,30.076923076923077,0.3076923076923077,22.846153846153847,27.846153846153847
2020,REG,15,BUF,48,DEN,19,-29,67,0,-242,212,-5.5,-105,-105,49.0,-103,-108,0,0.38461538461538464,19.76923076923077,26.692307692307693,0.7692307692307693,27.615384615384617,24.692307692307693
2020,REG,15,CAR,16,GB,24,8,40,0,346,-419,9.5,-103,-107,53.0,-104,-107,1,0.7692307692307693,31.53846153846154,24.846153846153847,0.3076923076923077,23.615384615384617,25.53846153846154
2020,REG,16,DEN,16,LAC,19,3,35,0,113,-125,2.5,-111,100,47.5,-104,-108,1,0.35714285714285715,23.357142857142858,27.785714285714285,0.35714285714285715,19.714285714285715,28.214285714285715
2020,REG,16,SF,20,ARI,12,-8,32,0,242,-280,6.0,-108,-102,49.0,-104,-107,0,0.5714285714285714,27.928571428571427,23.5,0.35714285714285715,23.785714285714285,25.142857142857142
2020,REG,16,MIN,33,NO,52,19,85,0,260,-302,6.5,-109,-102,49.0,-109,-102,1,0.7142857142857143,28.357142857142858,21.214285714285715,0.42857142857142855,25.714285714285715,27.714285714285715
2020,REG,16,TB,47,DET,7,-40,54,0,-591,455,-12.0,101,-111,55.0,-107,-104,0,0.35714285714285715,23.928571428571427,31.071428571428573,0.6428571428571429,28.642857142857142,22.928571428571427
2020,REG,16,BUF,38,NE,9,-29,47,0,-313,268,-7.0,-102,-108,47.0,100,-112,0,0.42857142857142855,20.642857142857142,21.5,0.7857142857142857,29.071428571428573,24.285714285714285
2020,REG,16,MIA,26,LV,25,-1,51,0,-125,113,-2.0,-104,-106,50.0,101,-112,0,0.5,26.928571428571427,30.071428571428573,0.6428571428571429,25.142857142857142,18.357142857142858
2020,REG,16,NYG,13,BAL,27,14,40,0,348,-420,10.0,-116,105,43.5,-110,-101,1,0.6428571428571429,28.785714285714285,20.5,0.35714285714285715,17.428571428571427,22.214285714285715
2020,REG,16,CIN,37,HOU,31,-6,68,0,276,-324,7.5,-113,102,46.0,-105,-106,0,0.2857142857142857,22.5,27.571428571428573,0.2857142857142857,19.357142857142858,25.357142857142858
2020,REG,16,CHI,41,JAX,17,-24,58,0,-452,370,-9.5,-108,-103,47.0,-105,-106,0,0.07142857142857142,19.642857142857142,30.214285714285715,0.5,22.5,22.714285714285715
2020,REG,16,ATL,14,KC,17,3,31,0,409,-508,11.0,-110,-100,54.0,-106,-105,1,0.9285714285714286,31.071428571428573,22.142857142857142,0.2857142857142857,25.357142857142858,25.214285714285715
2020,REG,16,CLE,16,NYJ,23,7,39,0,-303,260,-6.5,-114,103,45.0,-105,-106,1,0.07142857142857142,14.714285714285714,29.5,0.7142857142857143,26.285714285714285,26.714285714285715
2020,REG,16,IND,24,PIT,28,4,52,0,-106,-104,-1.0,100,-111,43.0,-105,-106,1,0.7857142857142857,26.142857142857142,18.857142857142858,0.7142857142857143,28.5,22.857142857142858
2020,REG,16,CAR,20,WAS,13,-7,33,0,-112,102,-1.0,-105,-105,41.0,102,-114,0,0.42857142857142855,21.571428571428573,21.071428571428573,0.2857142857142857,23.071428571428573,25.428571428571427
2020,REG,16,PHI,17,DAL,37,20,54,0,-166,149,-3.0,-115,104,50.0,-103,-108,1,0.35714285714285715,24.214285714285715,30.928571428571427,0.2857142857142857,21.642857142857142,25.785714285714285
2020,REG,16,LA,9,SEA,20,11,29,0,115,-127,1.5,103,-114,48.0,-111,100,1,0.7142857142857143,29.5,24.214285714285715,0.6428571428571429,24.642857142857142,19.214285714285715
2020,REG,16,TEN,14,GB,40,26,54,0,159,-177,3.0,107,-118,52.5,-104,-107,1,0.7857142857142857,31.0,24.214285714285715,0.7142857142857143,31.142857142857142,25.785714285714285
2020,REG,17,MIA,26,BUF,56,30,82,0,-153,138,-3.5,113,-125,42.5,102,-114,1,0.8,29.666666666666668,23.266666666666666,0.6666666666666666,25.2,18.8
