season,game_type,week,away_team,away_score,home_team,home_score,result,total,overtime,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,home_team_win,home_win_pct,home_ppg,home_opp_ppg,home_third_down_pct,home_third_down_stop_pct,home_sacks_per_game,home_turnover_diff,away_win_pct,away_ppg,away_opp_ppg,away_third_down_pct,away_third_down_stop_pct,away_sacks_per_game,away_turnover_diff
2025,REG,6,PHI,17,NYG,34,17,51,0,-395,310,-7.0,-120,100,40.5,-105,-115,1,0.2,17.4,25.4,0.26851674641148326,0.6375163398692811,2.0,-1.0,0.8,25.0,21.8,0.3592032967032967,0.6850226244343892,1.4,0.8
2025,REG,6,DEN,13,NYJ,11,-2,24,0,-395,310,-7.5,100,-120,43.5,-112,-108,0,0.0,22.4,31.4,0.31689839572192513,0.6806636500754148,1.4,-1.6,0.6,23.4,16.8,0.34719398248810013,0.723464770523594,4.2,0.0
2025,REG,6,CLE,9,PIT,23,14,32,0,225,-278,5.5,100,-120,37.5,100,-120,1,0.75,24.0,24.5,0.34019607843137256,0.6011904761904762,3.5,1.75,0.2,14.6,24.6,0.2858204334365325,0.6405128205128204,2.8,-0.8
2025,REG,6,LA,17,BAL,3,-14,20,0,-355,280,-7.0,-105,-115,43.5,-108,-112,0,0.2,28.2,35.4,0.368006993006993,0.5741790373369321,1.2,-1.0,0.6,24.6,21.4,0.35615384615384615,0.6863968848488973,3.0,0.2
2025,REG,6,DAL,27,CAR,30,3,57,0,-175,145,-3.0,-118,-102,47.5,-105,-115,1,0.4,20.4,23.8,0.33622132253711196,0.6537695637695637,1.0,-0.2,0.4,30.2,30.8,0.3890864037922861,0.4826373626373626,2.0,-0.6
2025,REG,6,ARI,27,IND,31,4,58,0,360,-470,8.5,-110,-110,46.5,-122,102,1,0.8,32.6,17.8,0.42495726495726494,0.5914393939393939,2.8,1.0,0.4,20.6,19.2,0.35398989898989897,0.7030682767524873,2.0,0.0
2025,REG,6,SEA,20,JAX,12,-8,32,0,-115,-105,-1.5,100,-120,47.5,-115,-105,0,0.8,25.4,20.0,0.3504776269482152,0.5300976800976802,1.4,1.6,0.6,29.2,21.0,0.40051948051948055,0.595343137254902,2.6,0.2
2025,REG,6,LAC,29,MIA,27,-2,56,0,-205,170,-3.5,-115,-105,45.5,-115,-105,0,0.2,21.4,29.0,0.4384615384615385,0.523986013986014,2.2,0.0,0.6,19.6,19.6,0.4266176470588235,0.7139989396568344,2.8,-0.6
2025,REG,6,NE,25,NO,19,-6,44,0,-192,160,-3.5,-105,-115,46.5,-115,-105,0,0.2,18.4,27.0,0.3384615384615385,0.6674747474747476,2.4,1.0,0.6,25.0,20.2,0.35282051282051285,0.6174603174603176,2.2,-0.2
2025,REG,7,LV,0,KC,31,31,31,0,625,-950,13.5,-115,-105,44.5,-115,-105,1,0.5,25.833333333333332,20.666666666666668,0.3837133590810062,0.6587752525252525,2.3333333333333335,0.6666666666666666,0.3333333333333333,17.166666666666668,24.833333333333332,0.35604575163398694,0.6178804855275444,2.3333333333333335,-0.6666666666666666
2025,REG,7,GB,27,ARI,23,-4,50,0,-395,310,-7.0,-115,-105,44.5,-110,-110,0,0.3333333333333333,21.666666666666668,21.166666666666668,0.39499158249158245,0.669223563960406,1.8333333333333333,0.0,0.8,26.2,20.4,0.4415398327163033,0.6890058479532164,2.4,-0.2
2025,REG,7,HOU,19,SEA,27,8,46,0,140,-166,3.0,-110,-110,41.5,-110,-110,1,0.6666666666666666,27.666666666666668,19.5,0.3476551226551227,0.6235702614379085,3.3333333333333335,0.16666666666666666,0.4,21.6,12.2,0.3185003885003884,0.6651443001443,2.4,0.2
